Misc_PD,Kickoffs_Lg,Extra Points_Pct,Passing_Att,Res,Punts_Blk,Kickoff Returns_Yds,Receiving_Tar,Punt Returns_Yds,Field Goals_Lg,Lg,Passing_Sack,Punt Returns_Lg,Receiving_Rec,Kickoff Returns_Num,Passing_Loss,Touchdowns_P,Opponent Returns_RYds,Punt Returns_Avg,Rushing_TD,Passing_Cmp,Recoveries_Own,Passing_Int,Interceptions_TD,Punts_Lg,Kickoffs_OB,Opp. Returns_TD,Touchdowns_IR,Kickoffs_TB,Kickoffs_TBLZ,Punt Returns_Num,Kickoff Returns_TD,Field Goals_50+,Punt Returns_FC,Punts_Yds,Field Goals_20-29,Sacks_Sack,Kickoff Returns_Lg,Rushing_Gain,Rushing_Att,Kickoff Returns_FC,Field Goals_FGA,Opp. Returns_RYds,Passing_Pct,Opponent Returns_Ret,Punt Returns_TD,Opponent Returns_TD,Passing_YPA,Date,Touchdowns_R,Tackles_Ast,Kickoffs_Avg,Misc_QBH,Recoveries_Opp,Field Goals_FGM,Rushing_Avg,Punts_50+,Punts_Avg,Passing_Yds,Field Goals_0-19,Kickoffs_Yds,Interceptions_Int,Returns_Yds,Punts_Net,Rushing_FD,Touchdowns_PR,Passing_Int%I%,Receiving_20+,Pts,Field Goals_30-39,Passing_Rate,Punts_In20,Extra Points_XPA,Returns_TD,Kicking_PAT,Field Goals_40-49,Fumbles_Fum,Fumbles_Forced,Receiving_FD,Receiving_TD,Rushing_Yds,Kickoffs_Num,Interceptions_Lg,Kickoffs_Short,Punts_Dwn,Field Goals_Pct,Recoveries_Tot,Passing_FD,Touchdowns_KR,Tackles_Solo,Rushing_Loss,Opp. Returns_Ret,Receiving_Avg,Kickoff Returns_Avg,Opp,Touchdowns_Tot,Fumbles_Lost,Misc_Pts,Passing_20+,Receiving_YAC,Extra Points_XPM,Punts_TB,Receiving_Yds,Onside Kicks_OSR,Passing_TD%T%,Tackles_Tot,Punts_FC,Passing_TD,Misc_Saf,Punts_Num,Kicking_FG,Sacks_YdsL,Receiving_Lg,Interceptions_Avg,Team,Punts_OB,Onside Kicks_OSK,Passing_Lg,Interceptions_Yds,Rushing_Lg,Touchdowns_FR,Kickoffs_In20,Rushing_10+,Player_Name,Misc_Conv
0,,,,"L, 31-28",,,,,,NFL,,,,,,,,,,,,,0,,,,,,,,,,,,,0.0,,,,,,,,,,,,11/13/22,,0,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,@ GB,,,,,,,,,,,0,,,,,,0.0,,0.00,DAL,,,,0,,,,,Anthony Brown,
2,,,,"W, 40-3",,,,,,NFL,,,,,,,,,,,,,0,,,,,,,,,,,,,0.0,,,,,,,,,,,,11/20/22,,0,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,3,,,,,@ MIN,,,,,,,,,,,3,,,,,,0.0,,0.00,DAL,,,,0,,,,,Anthony Brown,
1,,,,"W, 28-20",,,,,,NFL,,,,,,,,,,,,,0,,,,,,,,,,,,,0.0,,,,,,,,,,,,11/24/22,,0,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,2,,,,,vs NYG,,,,,,,,,,,2,,,,,,0.0,,0.00,DAL,,,,0,,,,,Anthony Brown,
1,,,,"W, 54-19",,,,,,NFL,,,,,,,,,,,,,0,,,,,,,,,,,,,0.0,,,,,,,,,,,,12/04/22,,0,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,3,,,,,vs IND,,,,,,,,,,,3,,,,,,0.0,,0.00,DAL,,,,0,,,,,Anthony Brown,
,,,,"W, 27-23",,,,,,NFL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/11/22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vs HOU,,,,,,,,,,,,,,,,,,,,DAL,,,,,,,,,Anthony Brown,
,,,,"L, 40-34",,,,,,NFL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/18/22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@ JAX,,,,,,,,,,,,,,,,,,,,DAL,,,,,,,,,Anthony Brown,
,,,,"W, 40-34",,,,,,NFL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/24/22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vs PHI,,,,,,,,,,,,,,,,,,,,DAL,,,,,,,,,Anthony Brown,
,,,,"W, 27-13",,,,,,NFL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/29/22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@ TEN,,,,,,,,,,,,,,,,,,,,DAL,,,,,,,,,Anthony Brown,
,,,,"L, 26-6",,,,,,NFL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01/08/23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@ WAS,,,,,,,,,,,,,,,,,,,,DAL,,,,,,,,,Anthony Brown,
,,,,"W, 31-14",,,,,,NFL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01/16/23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@ TB,,,,,,,,,,,,,,,,,,,,DAL,,,,,,,,,Anthony Brown,
,,,,"L, 19-12",,,,,,NFL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01/22/23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@ SF,,,,,,,,,,,,,,,,,,,,DAL,,,,,,,,,Anthony Brown,
,,,,"L, 17-7",,,,,,NFL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08/13/22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@ DEN,,,,,,,,,,,,,,,,,,,,DAL,,,,,,,,,Anthony Brown,
,,,,"W, 32-18",,,,,,NFL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08/20/22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@ LAC,,,,,,,,,,,,,,,,,,,,DAL,,,,,,,,,Anthony Brown,
,,,,"W, 27-26",,,,,,NFL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08/26/22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vs SEA,,,,,,,,,,,,,,,,,,,,DAL,,,,,,,,,Anthony Brown,
,,,,"L, 19-3",,,,,,NFL,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,09/11/22,0,,,,,,,,,,,,,,,,0,,,,,,,,,0/0,,,,,,,,,,,,,,0,,,,,,vs TB,0,,0,,,,,,,,,,,0,,0/0,,,,DAL,,,,,,0,,,Anthony Brown,0
,,,,"W, 20-17",,,,,,NFL,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,09/18/22,0,,,,,,,,,,,,,,,,0,,,,,,,,,0/0,,,,,,,,,,,,,,0,,,,,,vs CIN,0,,0,,,,,,,,,,,0,,0/0,,,,DAL,,,,,,0,,,Anthony Brown,0
,,,,"W, 23-16",,,,,,NFL,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,09/26/22,0,,,,,,,,,,,,,,,,0,,,,,,,,,0/0,,,,,,,,,,,,,,0,,,,,,@ NYG,0,,0,,,,,,,,,,,0,,0/0,,,,DAL,,,,,,0,,,Anthony Brown,0
,,,,"W, 25-10",,,,,,NFL,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,10/02/22,0,,,,,,,,,,,,,,,,0,,,,,,,,,0/0,,,,,,,,,,,,,,0,,,,,,vs WAS,0,,0,,,,,,,,,,,0,,0/0,,,,DAL,,,,,,0,,,Anthony Brown,0
,,,,"W, 22-10",,,,,,NFL,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,10/09/22,0,,,,,,,,,,,,,,,,0,,,,,,,,,0/0,,,,,,,,,,,,,,0,,,,,,@ LA,0,,0,,,,,,,,,,,0,,0/0,,,,DAL,,,,,,0,,,Anthony Brown,0
,,,,"L, 26-17",,,,,,NFL,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,10/16/22,0,,,,,,,,,,,,,,,,0,,,,,,,,,0/0,,,,,,,,,,,,,,0,,,,,,@ PHI,0,,0,,,,,,,,,,,0,,0/0,,,,DAL,,,,,,0,,,Anthony Brown,0
,,,,"W, 24-6",,,,,,NFL,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,10/23/22,0,,,,,,,,,,,,,,,,0,,,,,,,,,0/0,,,,,,,,,,,,,,0,,,,,,vs DET,0,,0,,,,,,,,,,,0,,0/0,,,,DAL,,,,,,0,,,Anthony Brown,0
,,,,"W, 49-29",,,,,,NFL,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,10/30/22,0,,,,,,,,,,,,,,,,0,,,,,,,,,0/0,,,,,,,,,,,,,,0,,,,,,vs CHI,0,,0,,,,,,,,,,,0,,0/0,,,,DAL,,,,,,0,,,Anthony Brown,0
,,,,"L, 31-28",,,,,,NFL,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,11/13/22,0,,,,,,,,,,,,,,,,0,,,,,,,,,/,,,,,,,,,,,,,,0,,,,,,@ GB,0,,0,,,,,,,,,,,0,,/,,,,DAL,,,,,,0,,,Anthony Brown,0
,,,,"W, 40-3",,,,,,NFL,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,11/20/22,0,,,,,,,,,,,,,,,,0,,,,,,,,,0/0,,,,,,,,,,,,,,0,,,,,,@ MIN,0,,0,,,,,,,,,,,0,,0/0,,,,DAL,,,,,,0,,,Anthony Brown,0
,,,,"W, 28-20",,,,,,NFL,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,11/24/22,0,,,,,,,,,,,,,,,,0,,,,,,,,,0/0,,,,,,,,,,,,,,0,,,,,,vs NYG,0,,0,,,,,,,,,,,0,,0/0,,,,DAL,,,,,,0,,,Anthony Brown,0
,,,,"W, 54-19",,,,,,NFL,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,12/04/22,0,,,,,,,,,,,,,,,,0,,,,,,,,,0/0,,,,,,,,,,,,,,0,,,,,,vs IND,0,,0,,,,,,,,,,,0,,0/0,,,,DAL,,,,,,0,,,Anthony Brown,0
,,,,"W, 27-23",,,,,,NFL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/11/22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vs HOU,,,,,,,,,,,,,,,,,,,,DAL,,,,,,,,,Anthony Brown,
,,,,"L, 40-34",,,,,,NFL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/18/22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@ JAX,,,,,,,,,,,,,,,,,,,,DAL,,,,,,,,,Anthony Brown,
,,,,"W, 40-34",,,,,,NFL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/24/22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vs PHI,,,,,,,,,,,,,,,,,,,,DAL,,,,,,,,,Anthony Brown,
,,,,"W, 27-13",,,,,,NFL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/29/22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@ TEN,,,,,,,,,,,,,,,,,,,,DAL,,,,,,,,,Anthony Brown,
,,,,"L, 26-6",,,,,,NFL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01/08/23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@ WAS,,,,,,,,,,,,,,,,,,,,DAL,,,,,,,,,Anthony Brown,
,,,,"W, 31-14",,,,,,NFL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01/16/23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@ TB,,,,,,,,,,,,,,,,,,,,DAL,,,,,,,,,Anthony Brown,
,,,,"L, 19-12",,,,,,NFL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01/22/23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@ SF,,,,,,,,,,,,,,,,,,,,DAL,,,,,,,,,Anthony Brown,
,,,,"L, 17-7",,,,,,NFL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08/13/22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@ DEN,,,,,,,,,,,,,,,,,,,,DAL,,,,,,,,,Anthony Brown,
,,,,"W, 32-18",,,,,,NFL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08/20/22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@ LAC,,,,,,,,,,,,,,,,,,,,DAL,,,,,,,,,Anthony Brown,
,,,,"W, 27-26",,,,,,NFL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08/26/22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vs SEA,,,,,,,,,,,,,,,,,,,,DAL,,,,,,,,,Anthony Brown,
,,,,"L, 19-3",,,,,,NFL,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,09/11/22,,,,,0,,,,,,,,,0,,,,,,,,,,,0,,,0,0,,,,,,,,,0,,,,,,,,vs TB,,0,,,,,,,,,,,,,,,,,,DAL,,,,,,,,,Anthony Brown,
,,,,"W, 20-17",,,,,,NFL,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,09/18/22,,,,,0,,,,,,,,,0,,,,,,,,,,,0,,,0,0,,,,,,,,,0,,,,,,,,vs CIN,,0,,,,,,,,,,,,,,,,,,DAL,,,,,,,,,Anthony Brown,
,,,,"W, 23-16",,,,,,NFL,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,09/26/22,,,,,0,,,,,,,,,0,,,,,,,,,,,0,,,0,0,,,,,,,,,0,,,,,,,,@ NYG,,0,,,,,,,,,,,,,,,,,,DAL,,,,,,,,,Anthony Brown,
,,,,"W, 25-10",,,,,,NFL,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,10/02/22,,,,,0,,,,,,,,,0,,,,,,,,,,,0,,,0,1,,,,,,,,,0,,,,,,,,vs WAS,,0,,,,,,,,,,,,,,,,,,DAL,,,,,,,,,Anthony Brown,
,,,,"W, 22-10",,,,,,NFL,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,10/09/22,,,,,0,,,,,,,,,0,,,,,,,,,,,0,,,0,0,,,,,,,,,0,,,,,,,,@ LA,,0,,,,,,,,,,,,,,,,,,DAL,,,,,,,,,Anthony Brown,
,,,,"L, 26-17",,,,,,NFL,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/22,,,,,0,,,,,,,,,0,,,,,,,,,,,0,,,0,0,,,,,,,,,0,,,,,,,,@ PHI,,0,,,,,,,,,,,,,,,,,,DAL,,,,,,,,,Anthony Brown,
,,,,"W, 24-6",,,,,,NFL,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,10/23/22,,,,,0,,,,,,,,,0,,,,,,,,,,,0,,,0,0,,,,,,,,,0,,,,,,,,vs DET,,0,,,,,,,,,,,,,,,,,,DAL,,,,,,,,,Anthony Brown,
,,,,"W, 49-29",,,,,,NFL,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,10/30/22,,,,,0,,,,,,,,,0,,,,,,,,,,,0,,,0,0,,,,,,,,,0,,,,,,,,vs CHI,,0,,,,,,,,,,,,,,,,,,DAL,,,,,,,,,Anthony Brown,
,,,,"L, 31-28",,,,,,NFL,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,11/13/22,,,,,0,,,,,,,,,0,,,,,,,,,,,0,,,0,0,,,,,,,,,0,,,,,,,,@ GB,,0,,,,,,,,,,,,,,,,,,DAL,,,,,,,,,Anthony Brown,
,,,,"W, 40-3",,,,,,NFL,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,11/20/22,,,,,0,,,,,,,,,0,,,,,,,,,,,0,,,0,0,,,,,,,,,0,,,,,,,,@ MIN,,0,,,,,,,,,,,,,,,,,,DAL,,,,,,,,,Anthony Brown,
,,,,"W, 28-20",,,,,,NFL,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,11/24/22,,,,,0,,,,,,,,,0,,,,,,,,,,,0,,,0,0,,,,,,,,,0,,,,,,,,vs NYG,,0,,,,,,,,,,,,,,,,,,DAL,,,,,,,,,Anthony Brown,
,,,,"W, 54-19",,,,,,NFL,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,12/04/22,,,,,0,,,,,,,,,0,,,,,,,,,,,0,,,0,0,,,,,,,,,0,,,,,,,,vs IND,,0,,,,,,,,,,,,,,,,,,DAL,,,,,,,,,Anthony Brown,
,,,,"W, 27-23",,,,,,NFL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/11/22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vs HOU,,,,,,,,,,,,,,,,,,,,DAL,,,,,,,,,Anthony Brown,
,,,,"L, 40-34",,,,,,NFL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/18/22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@ JAX,,,,,,,,,,,,,,,,,,,,DAL,,,,,,,,,Anthony Brown,
,,,,"W, 40-34",,,,,,NFL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/24/22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vs PHI,,,,,,,,,,,,,,,,,,,,DAL,,,,,,,,,Anthony Brown,
,,,,"W, 27-13",,,,,,NFL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/29/22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@ TEN,,,,,,,,,,,,,,,,,,,,DAL,,,,,,,,,Anthony Brown,
,,,,"L, 26-6",,,,,,NFL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01/08/23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@ WAS,,,,,,,,,,,,,,,,,,,,DAL,,,,,,,,,Anthony Brown,
,,,,"W, 31-14",,,,,,NFL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01/16/23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@ TB,,,,,,,,,,,,,,,,,,,,DAL,,,,,,,,,Anthony Brown,
,,,,"L, 19-12",,,,,,NFL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01/22/23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@ SF,,,,,,,,,,,,,,,,,,,,DAL,,,,,,,,,Anthony Brown,
0,,,,"L, 17-3",,,,,,NFL,,,,,,,,,,,,,0,,,,,,,,,,,,,0.0,,,,,,,,,,,,08/08/24,,0,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,@ NE,,,,,,,,,,,0,,,,,,0.0,,0.00,CAR,,,,0,,,,,Anthony Brown,
0,,,,"L, 15-12",,,,,,NFL,,,,,,,,,,,,,0,,,,,,,,,,,,,0.0,,,,,,,,,,,,08/17/24,,0,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,1,,,,,vs NYJ,,,,,,,,,,,1,,,,,,0.0,,0.00,CAR,,,,0,,,,,Anthony Brown,
,,,,"W, 31-26",,,,,,NFL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08/24/24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@ BUF,,,,,,,,,,,,,,,,,,,,CAR,,,,,,,,,Anthony Brown,
,,,,"L, 47-10",,,,,,NFL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09/08/24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@ NO,,,,,,,,,,,,,,,,,,,,CAR,,,,,,,,,Anthony Brown,
,,,,"L, 26-3",,,,,,NFL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09/15/24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vs LAC,,,,,,,,,,,,,,,,,,,,CAR,,,,,,,,,Anthony Brown,
,,,,"W, 36-22",,,,,,NFL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09/22/24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@ LV,,,,,,,,,,,,,,,,,,,,CAR,,,,,,,,,Anthony Brown,
,,,,"L, 34-24",,,,,,NFL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09/29/24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vs CIN,,,,,,,,,,,,,,,,,,,,CAR,,,,,,,,,Anthony Brown,
,,,,"L, 36-10",,,,,,NFL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/06/24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@ CHI,,,,,,,,,,,,,,,,,,,,CAR,,,,,,,,,Anthony Brown,
,,,,"L, 38-20",,,,,,NFL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/13/24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vs ATL,,,,,,,,,,,,,,,,,,,,CAR,,,,,,,,,Anthony Brown,
,,,,"L, 40-7",,,,,,NFL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/20/24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@ WAS,,,,,,,,,,,,,,,,,,,,CAR,,,,,,,,,Anthony Brown,
,,,,"L, 28-14",,,,,,NFL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/27/24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@ DEN,,,,,,,,,,,,,,,,,,,,CAR,,,,,,,,,Anthony Brown,
,,,,"W, 23-22",,,,,,NFL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/03/24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vs NO,,,,,,,,,,,,,,,,,,,,CAR,,,,,,,,,Anthony Brown,
,,,,"W, 20-17",,,,,,NFL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/10/24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vs NYG,,,,,,,,,,,,,,,,,,,,CAR,,,,,,,,,Anthony Brown,
,,,,"L, 30-27",,,,,,NFL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/24/24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vs KC,,,,,,,,,,,,,,,,,,,,CAR,,,,,,,,,Anthony Brown,
,,,,"L, 26-23",,,,,,NFL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/01/24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vs TB,,,,,,,,,,,,,,,,,,,,CAR,,,,,,,,,Anthony Brown,
,,,,"L, 17-3",,,,,,NFL,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,08/08/24,0,,,,,,,,,,,,,,,,0,,,,,,,,,/,,,,,,,,,,,,,,0,,,,,,@ NE,0,,0,,,,,,,,,,,0,,/,,,,CAR,,,,,,0,,,Anthony Brown,0
,,,,"L, 15-12",,,,,,NFL,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,08/17/24,0,,,,,,,,,,,,,,,,0,,,,,,,,,0/0,,,,,,,,,,,,,,0,,,,,,vs NYJ,0,,0,,,,,,,,,,,0,,0/0,,,,CAR,,,,,,0,,,Anthony Brown,0
,,,,"W, 31-26",,,,,,NFL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08/24/24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@ BUF,,,,,,,,,,,,,,,,,,,,CAR,,,,,,,,,Anthony Brown,
,,,,"L, 47-10",,,,,,NFL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09/08/24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@ NO,,,,,,,,,,,,,,,,,,,,CAR,,,,,,,,,Anthony Brown,
,,,,"L, 26-3",,,,,,NFL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09/15/24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vs LAC,,,,,,,,,,,,,,,,,,,,CAR,,,,,,,,,Anthony Brown,
,,,,"W, 36-22",,,,,,NFL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09/22/24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@ LV,,,,,,,,,,,,,,,,,,,,CAR,,,,,,,,,Anthony Brown,
,,,,"L, 34-24",,,,,,NFL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09/29/24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vs CIN,,,,,,,,,,,,,,,,,,,,CAR,,,,,,,,,Anthony Brown,
,,,,"L, 36-10",,,,,,NFL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/06/24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@ CHI,,,,,,,,,,,,,,,,,,,,CAR,,,,,,,,,Anthony Brown,
,,,,"L, 38-20",,,,,,NFL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/13/24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vs ATL,,,,,,,,,,,,,,,,,,,,CAR,,,,,,,,,Anthony Brown,
,,,,"L, 40-7",,,,,,NFL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/20/24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@ WAS,,,,,,,,,,,,,,,,,,,,CAR,,,,,,,,,Anthony Brown,
