Misc_PD,Kickoffs_Lg,Extra Points_Pct,Passing_Att,Res,Punts_Blk,Kickoff Returns_Yds,Receiving_Tar,Punt Returns_Yds,Field Goals_Lg,Lg,Passing_Sack,Punt Returns_Lg,Receiving_Rec,Kickoff Returns_Num,Passing_Loss,Touchdowns_P,Opponent Returns_RYds,Punt Returns_Avg,Rushing_TD,Passing_Cmp,Recoveries_Own,Passing_Int,Interceptions_TD,Punts_Lg,Kickoffs_OB,Opp. Returns_TD,Touchdowns_IR,Kickoffs_TB,Kickoffs_TBLZ,Punt Returns_Num,Kickoff Returns_TD,Field Goals_50+,Punt Returns_FC,Punts_Yds,Field Goals_20-29,Sacks_Sack,Kickoff Returns_Lg,Rushing_Gain,Rushing_Att,Kickoff Returns_FC,Field Goals_FGA,Opp. Returns_RYds,Passing_Pct,Opponent Returns_Ret,Punt Returns_TD,Opponent Returns_TD,Passing_YPA,Date,Touchdowns_R,Tackles_Ast,Kickoffs_Avg,Misc_QBH,Recoveries_Opp,Field Goals_FGM,Rushing_Avg,Punts_50+,Punts_Avg,Passing_Yds,Field Goals_0-19,Kickoffs_Yds,Interceptions_Int,Returns_Yds,Punts_Net,Rushing_FD,Touchdowns_PR,Passing_Int%I%,Receiving_20+,Pts,Field Goals_30-39,Passing_Rate,Punts_In20,Extra Points_XPA,Returns_TD,Kicking_PAT,Field Goals_40-49,Fumbles_Fum,Fumbles_Forced,Receiving_FD,Receiving_TD,Rushing_Yds,Kickoffs_Num,Interceptions_Lg,Kickoffs_Short,Punts_Dwn,Field Goals_Pct,Recoveries_Tot,Passing_FD,Touchdowns_KR,Tackles_Solo,Rushing_Loss,Opp. Returns_Ret,Receiving_Avg,Kickoff Returns_Avg,Opp,Touchdowns_Tot,Fumbles_Lost,Misc_Pts,Passing_20+,Receiving_YAC,Extra Points_XPM,Punts_TB,Receiving_Yds,Onside Kicks_OSR,Passing_TD%T%,Tackles_Tot,Punts_FC,Passing_TD,Misc_Saf,Punts_Num,Kicking_FG,Sacks_YdsL,Receiving_Lg,Interceptions_Avg,Team,Punts_OB,Onside Kicks_OSK,Passing_Lg,Interceptions_Yds,Rushing_Lg,Touchdowns_FR,Kickoffs_In20,Rushing_10+,Player_Name,Misc_Conv
,,,,"L, 34-22",,0,,,,NFL,,,,0,,,,,,,,,,,,,,,,,0,,,,,,0,,,0,,,,,,,,10/17/13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,vs SEA,,,,,,,,,,,,,,,,,,,,ARI,,,,,,,,,Jasper Brinkley,
,,,,"W, 27-13",,0,,,,NFL,,,,0,,,,,,,,,,,,,,,,,0,,,,,,0,,,0,,,,,,,,10/27/13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,vs ATL,,,,,,,,,,,,,,,,,,,,ARI,,,,,,,,,Jasper Brinkley,
,,,,"W, 27-24",,0,,,,NFL,,,,0,,,,,,,,,,,,,,,,,0,,,,,,0,,,0,,,,,,,,11/10/13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,vs HOU,,,,,,,,,,,,,,,,,,,,ARI,,,,,,,,,Jasper Brinkley,
,,,,"W, 27-14",,0,,,,NFL,,,,0,,,,,,,,,,,,,,,,,0,,,,,,0,,,0,,,,,,,,11/17/13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,@ JAX,,,,,,,,,,,,,,,,,,,,ARI,,,,,,,,,Jasper Brinkley,
,,,,"W, 40-11",,0,,,,NFL,,,,0,,,,,,,,,,,,,,,,,0,,,,,,0,,,0,,,,,,,,11/24/13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,vs IND,,,,,,,,,,,,,,,,,,,,ARI,,,,,,,,,Jasper Brinkley,
,,,,"L, 24-21",,0,,,,NFL,,,,0,,,,,,,,,,,,,,,,,0,,,,,,0,,,0,,,,,,,,12/01/13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,@ PHI,,,,,,,,,,,,,,,,,,,,ARI,,,,,,,,,Jasper Brinkley,
,,,,"W, 30-10",,0,,,,NFL,,,,0,,,,,,,,,,,,,,,,,0,,,,,,0,,,0,,,,,,,,12/08/13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,vs STL,,,,,,,,,,,,,,,,,,,,ARI,,,,,,,,,Jasper Brinkley,
,,,,"W, 37-34",,0,,,,NFL,,,,0,,,,,,,,,,,,,,,,,0,,,,,,0,,,0,,,,,,,,12/15/13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,@ TEN,,,,,,,,,,,,,,,,,,,,ARI,,,,,,,,,Jasper Brinkley,
,,,,"W, 17-10",,0,,,,NFL,,,,0,,,,,,,,,,,,,,,,,0,,,,,,0,,,0,,,,,,,,12/22/13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,@ SEA,,,,,,,,,,,,,,,,,,,,ARI,,,,,,,,,Jasper Brinkley,
,,,,"L, 23-20",,0,,,,NFL,,,,0,,,,,,,,,,,,,,,,,0,,,,,,0,,,0,,,,,,,,12/29/13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,vs SF,,,,,,,,,,,,,,,,,,,,ARI,,,,,,,,,Jasper Brinkley,
,,,,"W, 17-0",,,,,,NFL,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,08/09/13,,,,,0,,,,,,,,,0,,,,,,,,,,,0,,,0,0,,,,,,,,,0,,,,,,,,@ GB,,0,,,,,,,,,,,,,,,,,,ARI,,,,,,,,,Jasper Brinkley,
,,,,"W, 12-7",,,,,,NFL,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,08/17/13,,,,,2,,,,,,,,,4,,,,,,,,,,,0,,,0,0,,,,,,,,,2,,,,,,,,vs DAL,,0,,,,,,,,,,,,,,,,,,ARI,,,,,,,,,Jasper Brinkley,
,,,,"L, 24-7",,,,,,NFL,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,08/24/13,,,,,0,,,,,,,,,0,,,,,,,,,,,0,,,0,0,,,,,,,,,0,,,,,,,,vs SD,,0,,,,,,,,,,,,,,,,,,ARI,,,,,,,,,Jasper Brinkley,
,,,,"W, 32-24",,,,,,NFL,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,08/29/13,,,,,0,,,,,,,,,0,,,,,,,,,,,0,,,0,0,,,,,,,,,0,,,,,,,,@ DEN,,0,,,,,,,,,,,,,,,,,,ARI,,,,,,,,,Jasper Brinkley,
,,,,"L, 27-24",,,,,,NFL,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,09/08/13,,,,,0,,,,,,,,,0,,,,,,,,,,,0,,,0,0,,,,,,,,,0,,,,,,,,@ STL,,0,,,,,,,,,,,,,,,,,,ARI,,,,,,,,,Jasper Brinkley,
,,,,"W, 25-21",,,,,,NFL,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,09/15/13,,,,,0,,,,,,,,,0,,,,,,,,,,,0,,,0,0,,,,,,,,,0,,,,,,,,vs DET,,0,,,,,,,,,,,,,,,,,,ARI,,,,,,,,,Jasper Brinkley,
,,,,"L, 31-7",,,,,,NFL,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,09/22/13,,,,,0,,,,,,,,,0,,,,,,,,,,,0,,,0,0,,,,,,,,,0,,,,,,,,@ NO,,0,,,,,,,,,,,,,,,,,,ARI,,,,,,,,,Jasper Brinkley,
,,,,"W, 13-10",,,,,,NFL,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,09/29/13,,,,,0,,,,,,,,,0,,,,,,,,,,,0,,,0,0,,,,,,,,,0,,,,,,,,@ TB,,0,,,,,,,,,,,,,,,,,,ARI,,,,,,,,,Jasper Brinkley,
,,,,"W, 22-6",,,,,,NFL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/06/13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vs CAR,,,,,,,,,,,,,,,,,,,,ARI,,,,,,,,,Jasper Brinkley,
,,,,"L, 32-20",,,,,,NFL,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,10/13/13,,,,,0,,,,,,,,,0,,,,,,,,,,,0,,,0,0,,,,,,,,,0,,,,,,,,@ SF,,0,,,,,,,,,,,,,,,,,,ARI,,,,,,,,,Jasper Brinkley,
,,,,"L, 34-22",,,,,,NFL,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,10/17/13,,,,,0,,,,,,,,,0,,,,,,,,,,,0,,,0,0,,,,,,,,,0,,,,,,,,vs SEA,,0,,,,,,,,,,,,,,,,,,ARI,,,,,,,,,Jasper Brinkley,
,,,,"W, 27-13",,,,,,NFL,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,10/27/13,,,,,0,,,,,,,,,0,,,,,,,,,,,0,,,0,0,,,,,,,,,0,,,,,,,,vs ATL,,0,,,,,,,,,,,,,,,,,,ARI,,,,,,,,,Jasper Brinkley,
,,,,"W, 27-24",,,,,,NFL,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,11/10/13,,,,,0,,,,,,,,,0,,,,,,,,,,,0,,,0,0,,,,,,,,,0,,,,,,,,vs HOU,,0,,,,,,,,,,,,,,,,,,ARI,,,,,,,,,Jasper Brinkley,
,,,,"W, 27-14",,,,,,NFL,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,11/17/13,,,,,0,,,,,,,,,0,,,,,,,,,,,0,,,0,0,,,,,,,,,0,,,,,,,,@ JAX,,0,,,,,,,,,,,,,,,,,,ARI,,,,,,,,,Jasper Brinkley,
,,,,"W, 40-11",,,,,,NFL,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,11/24/13,,,,,0,,,,,,,,,0,,,,,,,,,,,0,,,0,0,,,,,,,,,0,,,,,,,,vs IND,,0,,,,,,,,,,,,,,,,,,ARI,,,,,,,,,Jasper Brinkley,
,,,,"L, 24-21",,,,,,NFL,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,12/01/13,,,,,0,,,,,,,,,0,,,,,,,,,,,0,,,0,0,,,,,,,,,0,,,,,,,,@ PHI,,0,,,,,,,,,,,,,,,,,,ARI,,,,,,,,,Jasper Brinkley,
,,,,"W, 30-10",,,,,,NFL,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,12/08/13,,,,,0,,,,,,,,,0,,,,,,,,,,,0,,,0,0,,,,,,,,,0,,,,,,,,vs STL,,0,,,,,,,,,,,,,,,,,,ARI,,,,,,,,,Jasper Brinkley,
,,,,"W, 37-34",,,,,,NFL,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,12/15/13,,,,,0,,,,,,,,,0,,,,,,,,,,,0,,,0,0,,,,,,,,,0,,,,,,,,@ TEN,,0,,,,,,,,,,,,,,,,,,ARI,,,,,,,,,Jasper Brinkley,
,,,,"W, 17-10",,,,,,NFL,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,12/22/13,,,,,0,,,,,,,,,0,,,,,,,,,,,0,,,0,0,,,,,,,,,0,,,,,,,,@ SEA,,0,,,,,,,,,,,,,,,,,,ARI,,,,,,,,,Jasper Brinkley,
,,,,"L, 23-20",,,,,,NFL,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,12/29/13,,,,,0,,,,,,,,,0,,,,,,,,,,,0,,,0,0,,,,,,,,,0,,,,,,,,vs SF,,0,,,,,,,,,,,,,,,,,,ARI,,,,,,,,,Jasper Brinkley,
--,,,,"W, 13-3",,,,,,NFL,,,,,,,,,,,,,0,,,,,,,,,,,,,0.0,,,,,,,,,,,,08/14/09,,1,,--,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,3,,,,,@ IND,,,,,,,,,,,4,,,,,,0.0,,0.00,MIN,,,,0,,,,,Jasper Brinkley,
--,,,,"W, 17-13",,,,,,NFL,,,,,,,,,,,,,0,,,,,,,,,,,,,0.0,,,,,,,,,,,,08/21/09,,1,,--,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,4,,,,,vs KC,,,,,,,,,,,5,,,,,,0.0,,0.00,MIN,,,,0,,,,,Jasper Brinkley,
--,,,,"W, 17-10",,,,,,NFL,,,,,,,,,,,,,0,,,,,,,,,,,,,0.0,,,,,,,,,,,,08/31/09,,3,,--,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,1,,,,,@ HOU,,,,,,,,,,,4,,,,,,0.0,,0.00,MIN,,,,0,,,,,Jasper Brinkley,
--,,,,"L, 35-31",,,,,,NFL,,,,,,,,,,,,,0,,,,,,,,,,,,,0.0,,,,,,,,,,,,09/04/09,,0,,--,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,7,,,,,vs DAL,,,,,,,,,,,7,,,,,,0.0,,0.00,MIN,,,,0,,,,,Jasper Brinkley,
--,,,,"W, 34-20",,,,,,NFL,,,,,,,,,,,,,0,,,,,,,,,,,,,0.0,,,,,,,,,,,,09/13/09,,0,,--,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,1,,,,,@ CLE,,,,,,,,,,,1,,,,,,0.0,,0.00,MIN,,,,0,,,,,Jasper Brinkley,
--,,,,"W, 27-13",,,,,,NFL,,,,,,,,,,,,,0,,,,,,,,,,,,,0.0,,,,,,,,,,,,09/20/09,,0,,--,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,1,,,,,@ DET,,,,,,,,,,,1,,,,,,0.0,,0.00,MIN,,,,0,,,,,Jasper Brinkley,
--,,,,"W, 27-24",,,,,,NFL,,,,,,,,,,,,,0,,,,,,,,,,,,,0.0,,,,,,,,,,,,09/27/09,,0,,--,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,1,,,,,vs SF,,,,,,,,,,,1,,,,,,0.0,,0.00,MIN,,,,0,,,,,Jasper Brinkley,
--,,,,"W, 30-23",,,,,,NFL,,,,,,,,,,,,,0,,,,,,,,,,,,,0.0,,,,,,,,,,,,10/05/09,,0,,--,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,vs GB,,,,,,,,,,,0,,,,,,0.0,,0.00,MIN,,,,0,,,,,Jasper Brinkley,
--,,,,"W, 38-10",,,,,,NFL,,,,,,,,,,,,,0,,,,,,,,,,,,,0.0,,,,,,,,,,,,10/11/09,,0,,--,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,2,,,,,@ STL,,,,,,,,,,,2,,,,,,0.0,,0.00,MIN,,,,0,,,,,Jasper Brinkley,
--,,,,"W, 33-31",,,,,,NFL,,,,,,,,,,,,,0,,,,,,,,,,,,,0.0,,,,,,,,,,,,10/18/09,,0,,--,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,3,,,,,vs BAL,,,,,,,,,,,3,,,,,,0.0,,0.00,MIN,,,,0,,,,,Jasper Brinkley,
--,,,,"L, 27-17",,,,,,NFL,,,,,,,,,,,,,0,,,,,,,,,,,,,0.0,,,,,,,,,,,,10/25/09,,0,,--,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,@ PIT,,,,,,,,,,,0,,,,,,0.0,,0.00,MIN,,,,0,,,,,Jasper Brinkley,
--,,,,"W, 38-26",,,,,,NFL,,,,,,,,,,,,,0,,,,,,,,,,,,,0.0,,,,,,,,,,,,11/01/09,,0,,--,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,@ GB,,,,,,,,,,,0,,,,,,0.0,,0.00,MIN,,,,0,,,,,Jasper Brinkley,
--,,,,"W, 27-10",,,,,,NFL,,,,,,,,,,,,,0,,,,,,,,,,,,,0.0,,,,,,,,,,,,11/15/09,,0,,--,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,1,,,,,vs DET,,,,,,,,,,,1,,,,,,0.0,,0.00,MIN,,,,0,,,,,Jasper Brinkley,
--,,,,"W, 35-9",,,,,,NFL,,,,,,,,,,,,,0,,,,,,,,,,,,,0.0,,,,,,,,,,,,11/22/09,,0,,--,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,vs SEA,,,,,,,,,,,0,,,,,,0.0,,0.00,MIN,,,,0,,,,,Jasper Brinkley,
--,,,,"W, 36-10",,,,,,NFL,,,,,,,,,,,,,0,,,,,,,,,,,,,0.0,,,,,,,,,,,,11/29/09,,0,,--,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,1,,,,,vs CHI,,,,,,,,,,,1,,,,,,0.0,,0.00,MIN,,,,0,,,,,Jasper Brinkley,
--,,,,"L, 30-17",,,,,,NFL,,,,,,,,,,,,,0,,,,,,,,,,,,,0.0,,,,,,,,,,,,12/06/09,,0,,--,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,@ ARI,,,,,,,,,,,0,,,,,,0.0,,0.00,MIN,,,,0,,,,,Jasper Brinkley,
--,,,,"W, 30-10",,,,,,NFL,,,,,,,,,,,,,0,,,,,,,,,,,,,0.0,,,,,,,,,,,,12/13/09,,0,,--,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,3,,,,,vs CIN,,,,,,,,,,,3,,,,,,0.0,,0.00,MIN,,,,0,,,,,Jasper Brinkley,
--,,,,"L, 26-7",,,,,,NFL,,,,,,,,,,,,,0,,,,,,,,,,,,,0.0,,,,,,,,,,,,12/20/09,,0,,--,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,7,,,,,@ CAR,,,,,,,,,,,7,,,,,,0.0,,0.00,MIN,,,,0,,,,,Jasper Brinkley,
--,,,,"L, 36-30",,,,,,NFL,,,,,,,,,,,,,0,,,,,,,,,,,,,0.0,,,,,,,,,,,,12/28/09,,0,,--,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,6,,,,,@ CHI,,,,,,,,,,,6,,,,,,0.0,,0.00,MIN,,,,0,,,,,Jasper Brinkley,
--,,,,"W, 44-7",,,,,,NFL,,,,,,,,,,,,,0,,,,,,,,,,,,,0.0,,,,,,,,,,,,01/03/10,,1,,--,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,4,,,,,vs NYG,,,,,,,,,,,5,,,,,,0.0,,0.00,MIN,,,,0,,,,,Jasper Brinkley,
--,,,,"W, 34-3",,,,,,NFL,,,,,,,,,,,,,0,,,,,,,,,,,,,0.0,,,,,,,,,,,,01/17/10,,1,,--,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,5,,,,,vs DAL,,,,,,,,,,,6,,,,,,0.0,,0.00,MIN,,,,0,,,,,Jasper Brinkley,
--,,,,"L, 31-28",,,,,,NFL,,,,,,,,,,,,,0,,,,,,,,,,,,,0.0,,,,,,,,,,,,01/24/10,,1,,--,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,2,,,,,@ NO,,,,,,,,,,,3,,,,,,0.0,,0.00,MIN,,,,0,,,,,Jasper Brinkley,
,,,,"W, 13-3",,0,,,,NFL,,,,0,,,,,,,,,,,,,,,,,0,,,,,,0,,,0,,,,,,,,08/14/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,@ IND,,,,,,,,,,,,,,,,,,,,MIN,,,,,,,,,Jasper Brinkley,
,,,,"W, 17-13",,0,,,,NFL,,,,0,,,,,,,,,,,,,,,,,0,,,,,,0,,,0,,,,,,,,08/21/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,vs KC,,,,,,,,,,,,,,,,,,,,MIN,,,,,,,,,Jasper Brinkley,
,,,,"W, 17-10",,0,,,,NFL,,,,0,,,,,,,,,,,,,,,,,0,,,,,,0,,,0,,,,,,,,08/31/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,@ HOU,,,,,,,,,,,,,,,,,,,,MIN,,,,,,,,,Jasper Brinkley,
,,,,"L, 35-31",,0,,,,NFL,,,,0,,,,,,,,,,,,,,,,,0,,,,,,0,,,0,,,,,,,,09/04/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,vs DAL,,,,,,,,,,,,,,,,,,,,MIN,,,,,,,,,Jasper Brinkley,
,,,,"W, 34-20",,0,,,,NFL,,,,0,,,,,,,,,,,,,,,,,0,,,,,,0,,,0,,,,,,,,09/13/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,@ CLE,,,,,,,,,,,,,,,,,,,,MIN,,,,,,,,,Jasper Brinkley,
,,,,"W, 27-13",,0,,,,NFL,,,,0,,,,,,,,,,,,,,,,,0,,,,,,0,,,0,,,,,,,,09/20/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,@ DET,,,,,,,,,,,,,,,,,,,,MIN,,,,,,,,,Jasper Brinkley,
,,,,"W, 27-24",,0,,,,NFL,,,,0,,,,,,,,,,,,,,,,,0,,,,,,0,,,0,,,,,,,,09/27/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,vs SF,,,,,,,,,,,,,,,,,,,,MIN,,,,,,,,,Jasper Brinkley,
,,,,"W, 30-23",,0,,,,NFL,,,,0,,,,,,,,,,,,,,,,,0,,,,,,0,,,0,,,,,,,,10/05/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,vs GB,,,,,,,,,,,,,,,,,,,,MIN,,,,,,,,,Jasper Brinkley,
,,,,"W, 38-10",,0,,,,NFL,,,,0,,,,,,,,,,,,,,,,,0,,,,,,0,,,0,,,,,,,,10/11/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,@ STL,,,,,,,,,,,,,,,,,,,,MIN,,,,,,,,,Jasper Brinkley,
,,,,"W, 33-31",,0,,,,NFL,,,,0,,,,,,,,,,,,,,,,,0,,,,,,0,,,0,,,,,,,,10/18/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,vs BAL,,,,,,,,,,,,,,,,,,,,MIN,,,,,,,,,Jasper Brinkley,
,,,,"L, 27-17",,0,,,,NFL,,,,0,,,,,,,,,,,,,,,,,0,,,,,,0,,,0,,,,,,,,10/25/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,@ PIT,,,,,,,,,,,,,,,,,,,,MIN,,,,,,,,,Jasper Brinkley,
,,,,"W, 38-26",,0,,,,NFL,,,,0,,,,,,,,,,,,,,,,,0,,,,,,0,,,0,,,,,,,,11/01/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,@ GB,,,,,,,,,,,,,,,,,,,,MIN,,,,,,,,,Jasper Brinkley,
,,,,"W, 27-10",,0,,,,NFL,,,,0,,,,,,,,,,,,,,,,,0,,,,,,0,,,0,,,,,,,,11/15/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,vs DET,,,,,,,,,,,,,,,,,,,,MIN,,,,,,,,,Jasper Brinkley,
,,,,"W, 35-9",,0,,,,NFL,,,,0,,,,,,,,,,,,,,,,,0,,,,,,0,,,0,,,,,,,,11/22/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,vs SEA,,,,,,,,,,,,,,,,,,,,MIN,,,,,,,,,Jasper Brinkley,
,,,,"W, 36-10",,0,,,,NFL,,,,0,,,,,,,,,,,,,,,,,0,,,,,,0,,,0,,,,,,,,11/29/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,vs CHI,,,,,,,,,,,,,,,,,,,,MIN,,,,,,,,,Jasper Brinkley,
,,,,"L, 30-17",,0,,,,NFL,,,,0,,,,,,,,,,,,,,,,,0,,,,,,0,,,0,,,,,,,,12/06/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,@ ARI,,,,,,,,,,,,,,,,,,,,MIN,,,,,,,,,Jasper Brinkley,
,,,,"W, 30-10",,0,,,,NFL,,,,0,,,,,,,,,,,,,,,,,0,,,,,,0,,,0,,,,,,,,12/13/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,vs CIN,,,,,,,,,,,,,,,,,,,,MIN,,,,,,,,,Jasper Brinkley,
,,,,"L, 26-7",,0,,,,NFL,,,,0,,,,,,,,,,,,,,,,,0,,,,,,0,,,0,,,,,,,,12/20/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,@ CAR,,,,,,,,,,,,,,,,,,,,MIN,,,,,,,,,Jasper Brinkley,
,,,,"L, 36-30",,0,,,,NFL,,,,0,,,,,,,,,,,,,,,,,0,,,,,,0,,,0,,,,,,,,12/28/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,@ CHI,,,,,,,,,,,,,,,,,,,,MIN,,,,,,,,,Jasper Brinkley,
,,,,"W, 44-7",,0,,,,NFL,,,,0,,,,,,,,,,,,,,,,,0,,,,,,0,,,0,,,,,,,,01/03/10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,vs NYG,,,,,,,,,,,,,,,,,,,,MIN,,,,,,,,,Jasper Brinkley,
,,,,"W, 34-3",,0,,,,NFL,,,,0,,,,,,,,,,,,,,,,,0,,,,,,0,,,0,,,,,,,,01/17/10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,vs DAL,,,,,,,,,,,,,,,,,,,,MIN,,,,,,,,,Jasper Brinkley,
,,,,"L, 31-28",,0,,,,NFL,,,,0,,,,,,,,,,,,,,,,,0,,,,,,0,,,0,,,,,,,,01/24/10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,@ NO,,,,,,,,,,,,,,,,,,,,MIN,,,,,,,,,Jasper Brinkley,
,,,,"W, 13-3",,,,,,NFL,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,08/14/09,,,,,0,,,,,,,,,0,,,,,,,,,,,0,,,0,0,,,,,,,,,0,,,,,,,,@ IND,,0,,,,,,,,,,,,,,,,,,MIN,,,,,,,,,Jasper Brinkley,
,,,,"W, 17-13",,,,,,NFL,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,08/21/09,,,,,0,,,,,,,,,0,,,,,,,,,,,0,,,0,0,,,,,,,,,0,,,,,,,,vs KC,,0,,,,,,,,,,,,,,,,,,MIN,,,,,,,,,Jasper Brinkley,
